hex_id,distinct_land_components_in_hex,mainland_fragment_id,mainland_km2,other_components,other_component_km2,largest_other_component_km2,second_fragment_id_if_authorised,key_is_a_function_of_both,second_fragment_produced,reason
h6000_q-000494_r+000847,2,lfr_b6f15de8b7e107,1.271924,1,0.001008,0.001008,lfr_a1541fd23ef95e,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000665_r+001001,2,lfr_c4db1a0f6a1eac,6.474718,1,0.000968,0.000968,lfr_59072667950f80,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000657_r+001042,2,lfr_8a48b09ba9e9b7,0.25224,1,0.000873,0.000873,lfr_805238bda25405,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000459_r+000968,2,lfr_66e8917544b938,3.876153,1,0.000849,0.000849,lfr_d580f948138670,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000599_r+001034,2,lfr_fd69dbbd794396,7.430819,1,0.000837,0.000837,lfr_ab441afcecdf4d,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000625_r+001039,2,lfr_8f125000974013,4.981805,1,0.000784,0.000784,lfr_014de0e84bf88e,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000672_r+001033,8,lfr_00e95256f624d2,4.61413,7,0.000727,0.000468,lfr_2d652793971f88,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000667_r+001005,2,lfr_ae9b2153256f67,7.462278,1,0.000684,0.000684,lfr_fdbad0cda7c87a,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000674_r+001010,3,lfr_e1165ee5bdbd00,0.594358,2,0.000629,0.000431,lfr_c1ed6e207a336f,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000462_r+000852,4,lfr_8c215a55bde35a,3.307933,3,0.000624,0.000354,lfr_ede50fd6a01180,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000582_r+000856,8,lfr_534af48dffcda7,3.334264,7,0.000619,0.000183,lfr_1ee9552132a7bf,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000581_r+000856,5,lfr_cd13fc7ee4624f,0.155622,4,0.000581,0.000291,lfr_f567075bd202e6,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000452_r+000971,2,lfr_8a6178abfad125,5.19226,1,0.00047,0.00047,lfr_8f2962cc78b872,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000535_r+000839,2,lfr_59e616095f284c,9.761136,1,0.000469,0.000469,lfr_0682154bdd791c,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000595_r+000856,2,lfr_3ba0164d90b06a,0.519115,1,0.000456,0.000456,lfr_0864885dcdac76,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000622_r+000900,2,lfr_2c5734dbbeb463,2.625107,1,0.000446,0.000446,lfr_9d7e67a27cf8f7,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000589_r+000856,4,lfr_c3531e431009d2,0.585514,3,0.000252,0.000156,lfr_1c25b805a01c6a,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000527_r+000832,2,lfr_5c9f0ce9410a1d,2.184322,1,0.000206,0.000206,lfr_cf02ae5b823dc7,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000684_r+001023,3,lfr_f732ff587a81c4,2.953888,2,0.000181,0.000114,lfr_fe11db6d8ccd84,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000446_r+001008,3,lfr_86c276299b66bd,8.404991,2,0.000131,7.6e-05,lfr_f620bb990cd5ac,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000614_r+000893,2,lfr_4eea3d2ee3cbc8,0.61643,1,0.000129,0.000129,lfr_4315db679cc3d4,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000486_r+000846,2,lfr_027605e095cd61,2.080032,1,0.000104,0.000104,lfr_b0bbc62a359a43,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000538_r+000842,2,lfr_a84bc710699496,2.636725,1,8.1e-05,8.1e-05,lfr_5c40afd382d206,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000515_r+000836,2,lfr_ad9a26b1c53092,2.428032,1,6.7e-05,6.7e-05,lfr_f9a02599ed4057,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000613_r+000895,5,lfr_c353c9c4b4018d,9.211721,4,4.1e-05,1e-05,lfr_e6f271a35dbd9d,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000465_r+000964,2,lfr_681ef05671e765,5.933513,1,3.7e-05,3.7e-05,lfr_19ac428af84456,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000523_r+000830,2,lfr_7084d087539de6,5.553434,1,3.2e-05,3.2e-05,lfr_d2def2df0d2db3,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
h6000_q-000617_r+000892,2,lfr_7b4c9fa7cbac2a,0.359329,1,3.1e-05,3.1e-05,lfr_6d97695300d2b6,YES,NO,"the islet is a different physical component with no historical evidence bundle and no political authority in this stage; its land is measured and left unowned, which is exactly what a fragment model is for"
