scenario_id,candidate_name,canonical_candidate_id,region,historical_entity_type,inclusion_status,included_polity_id,reason,source_id,source_confidence,six_km_representation_risk,recommended_future_representation,notes,representability_basis
seven_years_war_1756_08_01,Duchy of Mecklenburg-Strelitz,cand_mecklenburg_strelitz,HRE_GERMANY,DUCHY,INCLUDED,pol_mecklenburg_strelitz,Individually audited in MAPGEN-009R: distinct 1756 territorial actor with source-documented extent.,src_2a22eae2a6c2,HIGH,MULTIPART,MULTIPART_HEX_TERRITORY,Separate duchy since 1701; distinct from Mecklenburg-Schwerin.,"two separated parts (Stargard, Ratzeburg); hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)"
seven_years_war_1756_08_01,Margraviate of Baden-Durlach,cand_baden_durlach,HRE_GERMANY,MARGRAVIATE,INCLUDED,pol_baden_durlach,Individually audited in MAPGEN-009R: distinct 1756 territorial actor with source-documented extent.,src_2a22eae2a6c2,HIGH,ENCLAVE_COMPLEX,HEX_PLUS_ENCLAVE_OVERLAY,"Separate from Baden-Baden until the 1771 reunification — two polities in 1756, never merged here.",fragmented Rhine-valley territories; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Margraviate of Baden-Baden,cand_baden_baden,HRE_GERMANY,MARGRAVIATE,INCLUDED,pol_baden_baden,Individually audited in MAPGEN-009R: distinct 1756 territorial actor with source-documented extent.,src_2a22eae2a6c2,HIGH,ENCLAVE_COMPLEX,HEX_PLUS_ENCLAVE_OVERLAY,Catholic Baden line; separate polity in 1756.,fragmented Rhine-valley territories; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Free Imperial City of Hamburg,cand_hamburg,HRE_GERMANY,FREE_IMPERIAL_CITY,INCLUDED,pol_hamburg,Individually audited in MAPGEN-009R: distinct 1756 territorial actor with source-documented extent.,src_2a22eae2a6c2,HIGH,NONE,STANDARD_HEX_TERRITORY,Individually audited — the free-cities class blanket judgment was withdrawn in MAPGEN-009R.,major city-state with surrounding territory and a clear map footprint; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Free Imperial City of Nuremberg,cand_nuremberg,HRE_GERMANY,FREE_IMPERIAL_CITY,INCLUDED,pol_nuremberg,Individually audited in MAPGEN-009R: distinct 1756 territorial actor with source-documented extent.,src_2a22eae2a6c2,HIGH,NONE,STANDARD_HEX_TERRITORY,Individually audited (MAPGEN-009R).,city with one of the largest rural territories of any imperial city; hex plane 31.176915 km2 machine-computed; ground = plane*cos^2(lat)
seven_years_war_1756_08_01,Free Imperial City of Frankfurt,cand_frankfurt,HRE_GERMANY,FREE_IMPERIAL_CITY,AGGREGATION_CANDIDATE,,"Evaluated individually (MAPGEN-009R); real imperial city, inclusion deferred pending footprint evidence — remains tracked in the free-cities class.",src_2a22eae2a6c2,HIGH,UNKNOWN,DECIDE_LATER,,individual footprint not yet assessed against an atlas source
seven_years_war_1756_08_01,Free Imperial City of Augsburg,cand_augsburg,HRE_GERMANY,FREE_IMPERIAL_CITY,AGGREGATION_CANDIDATE,,"Evaluated individually (MAPGEN-009R); real imperial city, inclusion deferred pending footprint evidence — remains tracked in the free-cities class.",src_2a22eae2a6c2,HIGH,UNKNOWN,DECIDE_LATER,,individual footprint not yet assessed against an atlas source
seven_years_war_1756_08_01,Free Imperial City of Bremen,cand_bremen,HRE_GERMANY,FREE_IMPERIAL_CITY,AGGREGATION_CANDIDATE,,"Evaluated individually (MAPGEN-009R); real imperial city, inclusion deferred pending footprint evidence — remains tracked in the free-cities class.",src_2a22eae2a6c2,HIGH,UNKNOWN,DECIDE_LATER,,individual footprint not yet assessed against an atlas source
seven_years_war_1756_08_01,Free Imperial City of Lübeck,cand_luebeck,HRE_GERMANY,FREE_IMPERIAL_CITY,AGGREGATION_CANDIDATE,,"Evaluated individually (MAPGEN-009R); real imperial city, inclusion deferred pending footprint evidence — remains tracked in the free-cities class.",src_2a22eae2a6c2,HIGH,UNKNOWN,DECIDE_LATER,,individual footprint not yet assessed against an atlas source
seven_years_war_1756_08_01,Free Imperial City of Ulm,cand_ulm,HRE_GERMANY,FREE_IMPERIAL_CITY,AGGREGATION_CANDIDATE,,"Evaluated individually (MAPGEN-009R); real imperial city, inclusion deferred pending footprint evidence — remains tracked in the free-cities class.",src_2a22eae2a6c2,HIGH,UNKNOWN,DECIDE_LATER,,individual footprint not yet assessed against an atlas source
seven_years_war_1756_08_01,"Nassau lines (Usingen, Weilburg, Saarbrücken, Dietz/Orange and others)",cand_nassau_lines,HRE_GERMANY,PRINCIPALITY,AGGREGATION_CANDIDATE,,Individually investigated (MAPGEN-009R): family of distinct small lines; class-level tracking retained with identities preserved for any later promotion.,src_2a22eae2a6c2,HIGH,UNKNOWN,AGGREGATED_MINOR_STATES_LAYER,"Multiple small collateral lines; no single 1756 Nassau polity. The Orange-Nassau stadtholder link is a Dutch-Republic question, noted only.","per-line footprints not assessed; aggregation is a gameplay/view concern, never historical ownership authority"
seven_years_war_1756_08_01,"Anhalt lines (Dessau, Bernburg, Köthen, Zerbst)",cand_anhalt_lines,HRE_GERMANY,PRINCIPALITY,AGGREGATION_CANDIDATE,,Individually investigated (MAPGEN-009R): family of distinct small lines; class-level tracking retained with identities preserved for any later promotion.,src_2a22eae2a6c2,HIGH,UNKNOWN,AGGREGATED_MINOR_STATES_LAYER,Four collateral principalities; individually small. Anhalt-Zerbst dynastic link to Russia noted only.,"per-line footprints not assessed; aggregation is a gameplay/view concern, never historical ownership authority"
seven_years_war_1756_08_01,Schleswig and Holstein: royal shares (Danish crown),cand_schleswig_holstein_royal,NORDIC_BALTIC,DUCHY_CONDOMINIUM,UNRESOLVED,,Condominium administration inside the Danish monarchy; representation deferred to internal-structure modeling of Denmark-Norway. No separate polity registered yet.,src_497229e79aa1,MEDIUM,UNKNOWN,DECIDE_LATER,Split from cand_schleswig_holstein_complex (MAPGEN-009R); never collapsed into one polity.,UNKNOWN (condominium mosaic; geometry deferred)
seven_years_war_1756_08_01,Duchy of Holstein-Gottorp (ducal share; duke = the Russian heir Peter),cand_holstein_gottorp,NORDIC_BALTIC,DUCHY_CONDOMINIUM,UNRESOLVED,,Real ducal territorial actor with dynastic link to Russia; 1756 administrative arrangements need dedicated sources before registration.,src_497229e79aa1,MEDIUM,UNKNOWN,DECIDE_LATER,Split from cand_schleswig_holstein_complex (MAPGEN-009R); never collapsed into one polity.,UNKNOWN (condominium mosaic; geometry deferred)
